DR1ILINE,DR1DRSTZ,DRABF,DR1DAY,DR1LANG,DR1CCMTX,DR1_030Z,DR1FS,DR1_040Z,DR1IGRMS
10,4,1,2,1,3,6,1,1,12
11,4,1,2,1,3,6,1,1,28.35
12,4,1,2,1,5.40E-79,6,1,1,50
13,4,1,2,1,5.40E-79,6,1,1,300
14,4,1,2,1,5.40E-79,4,1,1,260
15,4,1,2,1,5.40E-79,4,1,1,85.05
16,4,1,2,1,5.40E-79,4,1,1,4
17,4,1,2,1,5.40E-79,4,1,1,2.81
18,4,1,2,1,5.40E-79,4,,1,180
19,4,1,2,1,5.40E-79,6,1,1,35
1,1,2,6,1,3,1,1,1,46.5
2,1,2,6,1,3,1,1,1,9.33
3,1,2,6,1,5.40E-79,1,1,1,255
4,1,2,6,1,5.40E-79,7,1,1,480
5,1,2,6,1,5.40E-79,6,1,1,480
6,1,2,6,1,5.40E-79,6,1,1,84.38
7,1,2,6,1,2,2,1,1,10.5
8,1,2,6,1,2,2,1,1,75
9,1,2,6,1,2,2,1,1,75
10,1,2,6,1,2,2,1,1,61
11,1,2,6,1,5.40E-79,2,1,1,360
12,1,2,6,1,5.40E-79,7,1,1,480
13,1,2,6,1,5,3,1,1,130
14,1,2,6,1,5,3,1,1,14
15,1,2,6,1,5.40E-79,7,1,1,480
16,1,2,6,1,5.40E-79,7,1,1,360
1,1,2,7,1,5.40E-79,6,1,1,45.31
2,1,2,7,1,5.40E-79,6,1,1,402.5
3,1,2,7,1,5.40E-79,6,1,1,27.19
4,1,2,7,1,5.40E-79,2,1,1,248.4
5,1,2,7,1,4,2,1,1,78.33
6,1,2,7,1,4,2,1,1,37.19
7,1,2,7,1,4,2,1,1,59.99
8,1,2,7,1,4,2,1,1,30
9,1,2,7,1,5.40E-79,2,1,1,333.5
10,1,2,7,1,5.40E-79,2,1,1,20
11,1,2,7,1,5.40E-79,6,27,1,15
12,1,2,7,1,5.40E-79,3,1,1,180
13,1,2,7,1,5.40E-79,3,1,1,542.5
14,1,2,7,1,5.40E-79,3,16,1,18
15,1,2,7,1,5.40E-79,3,1,1,79.5
16,1,2,7,1,90,3,1,1,138
17,1,2,7,1,90,3,1,1,200
1,1,2,5,2,5.40E-79,9,1,1,3600
2,1,2,5,2,5.40E-79,15,1,1,252
3,1,2,5,2,2,10,1,1,46.38
4,1,2,5,2,2,10,1,1,82.81
5,1,2,5,2,2,10,1,1,20
6,1,2,5,2,2,10,1,1,538.86
8,1,2,5,2,1,10,1,1,270
9,1,2,5,2,1,10,1,1,81.33
10,1,2,5,2,5.40E-79,11,2,1,1448.75
11,1,2,5,2,5.40E-79,11,1,1,72
12,1,2,5,2,1,15,1,2,270
13,1,2,5,2,1,15,1,2,81.33
14,1,2,5,2,5.40E-79,15,1,2,7.5
15,1,2,5,2,5.40E-79,14,1,1,126
16,1,2,5,2,5.40E-79,14,1,1,400
1,1,2,1,1,5.40E-79,1,1,1,130
2,1,2,1,1,5.40E-79,1,1,1,16
3,1,2,1,1,3,1,1,1,2.5
4,1,2,1,1,3,1,1,1,40
5,1,2,1,1,5.40E-79,1,24,1,720
6,1,2,1,1,5,2,1,1,112
7,1,2,1,1,5,2,1,1,28
8,1,2,1,1,5,2,1,1,14
9,1,2,1,1,5.40E-79,2,1,1,350.75
10,1,2,1,1,5.40E-79,6,1,1,120
11,1,2,1,1,12,3,1,1,100.5
12,1,2,1,1,12,3,1,1,2.83
13,1,2,1,1,5.40E-79,3,1,1,520
14,1,2,1,1,5.40E-79,3,1,1,43.75
15,1,2,1,1,5.40E-79,3,1,1,899
16,1,2,1,1,5.40E-79,3,1,1,24
2,1,2,2,1,5.40E-79,7,1,1,507
3,1,2,2,1,5.40E-79,3,1,1,206.25
4,1,2,2,1,5.40E-79,3,1,1,86.06
5,1,2,2,1,5.40E-79,3,1,1,155
6,1,2,2,1,5.40E-79,3,1,1,372
7,1,2,2,1,8,6,1,1,101.25
8,1,2,2,1,8,6,1,1,30
1,1,2,3,1,5.40E-79,1,1,1,1680
2,1,2,3,1,5,2,1,1,56
3,1,2,3,1,5,2,1,1,28
4,1,2,3,1,5,2,1,1,14
5,1,2,3,1,5,2,1,1,21
7,1,2,3,1,5.40E-79,7,1,1,805
8,1,2,3,1,5.40E-79,4,1,1,315
9,1,2,3,1,9,4,16,1,140
10,1,2,3,1,9,4,16,1,8
11,1,2,3,1,5.40E-79,7,27,1,480
1,1,2,5,1,5.40E-79,1,,1,240
2,1,2,5,1,1,1,1,1,255
3,1,2,5,1,1,1,1,1,4.17
4,1,2,5,1,1,1,1,1,255
5,1,2,5,1,1,1,1,1,4.17
6,1,2,5,1,5.40E-79,1,1,1,135
7,1,2,5,1,3,1,1,1,50
8,1,2,5,1,3,1,1,1,9.33
9,1,2,5,1,5.40E-79,2,,1,120
10,1,2,5,1,1,2,1,1,15.5
11,1,2,5,1,1,2,,1,120
12,1,2,5,1,1,3,1,1,255
13,1,2,5,1,1,3,1,1,4.17
14,1,2,5,1,5.40E-79,3,1,1,202.5
15,1,2,5,1,5.40E-79,3,1,1,187.5
16,1,2,5,1,5.40E-79,3,1,1,110
17,1,2,5,1,5.40E-79,3,1,1,66.76
18,1,2,5,1,5.40E-79,3,,1,180
19,1,2,5,1,1,7,1,1,180
20,1,2,5,1,1,7,1,1,8.33
21,1,2,5,1,5.40E-79,6,1,1,120
1,1,2,6,1,3,1,1,1,78
2,1,2,6,1,3,1,1,1,18.67
3,1,2,6,1,3,1,1,1,26.67
4,1,2,6,1,5.40E-79,1,1,1,150
5,1,2,6,1,5.40E-79,1,1,1,360
6,1,2,6,1,5.40E-79,9,,1,2160
7,1,2,6,1,5,2,1,1,31
8,1,2,6,1,5,2,1,1,14
10,1,2,6,1,5,2,1,1,10.5
11,1,2,6,1,5,2,1,1,4
12,1,2,6,1,5,2,1,1,10
13,1,2,6,1,5,6,1,2,161
14,1,2,6,1,5,6,1,2,8
15,1,2,6,1,5,6,1,2,20
16,1,2,6,1,90,3,2,1,172.13
17,1,2,6,1,90,3,2,1,43.03
18,1,2,6,1,5.40E-79,3,1,1,525
19,1,2,6,1,5.40E-79,3,1,1,126
1,1,2,5,2,1,1,1,1,270
2,1,2,5,2,1,1,1,1,91.5
3,1,2,5,2,5.40E-79,1,1,1,44
4,1,2,5,2,5.40E-79,12,,1,525
5,1,2,5,2,5.40E-79,12,1,1,126
6,1,2,5,2,5.40E-79,12,1,1,436.81
7,1,2,5,2,5.40E-79,14,16,2,8.5
8,1,2,5,2,5.40E-79,14,16,2,150
9,1,2,5,2,5.40E-79,14,,2,150
1,1,2,7,1,1,1,1,1,360
2,1,2,7,1,1,1,1,1,4.17
3,1,2,7,1,5.40E-79,1,1,1,100.53
4,1,2,7,1,5.40E-79,1,1,1,330
5,1,2,7,1,5.40E-79,2,1,1,200
6,1,2,7,1,5.40E-79,2,1,1,119.25
7,1,2,7,1,1,2,1,1,120
8,1,2,7,1,1,2,1,1,4.17
9,1,2,7,1,5.40E-79,3,1,1,127.23
10,1,2,7,1,5.40E-79,3,1,1,76.5
11,1,2,7,1,5.40E-79,3,1,1,175
12,1,2,7,1,5.40E-79,3,,1,150
1,1,2,1,1,1,1,1,1,1230
2,1,2,1,1,1,1,1,1,162.67
3,1,2,1,1,1,1,1,1,62.5
4,1,2,1,1,3,1,1,1,50
5,1,2,1,1,3,1,1,1,18.67
6,1,2,1,1,5.40E-79,1,1,1,1014
7,1,2,1,1,5.40E-79,7,1,1,507
8,1,2,1,1,5.40E-79,6,1,1,79.2
9,1,2,1,1,5.40E-79,6,1,1,507
10,1,2,1,1,4,3,2,2,78.33
11,1,2,1,1,4,3,2,2,76.56
12,1,2,1,1,4,3,2,2,136
13,1,2,1,1,4,3,2,2,20
14,1,2,1,1,4,3,2,2,20
15,1,2,1,1,4,3,2,2,33.75
16,1,2,1,1,4,3,2,2,20
17,1,2,1,1,5.40E-79,3,2,2,899
18,1,2,1,1,5.40E-79,3,2,2,28
19,1,2,1,1,5.40E-79,3,2,2,33.75
20,1,2,1,1,5.40E-79,3,2,2,2
21,1,2,1,1,5.40E-79,6,2,1,28
22,1,2,1,1,5.40E-79,6,1,1,1014
23,1,2,1,1,5.40E-79,7,1,1,507
1,1,2,6,1,5.40E-79,9,,2,3000
2,1,2,6,1,5.40E-79,2,27,1,620
3,1,2,6,1,5.40E-79,2,3,1,248
4,1,2,6,1,11,3,3,1,540
5,1,2,6,1,11,3,3,1,10.67
6,1,2,6,1,5.40E-79,3,3,1,620
1,1,2,5,1,5.40E-79,9,,1,720
2,1,2,5,1,2,1,1,1,90
3,1,2,5,1,2,1,1,1,2.08
4,1,2,5,1,5.40E-79,1,1,1,55
5,1,2,5,1,5.40E-79,1,,1,240
6,1,2,5,1,3,6,1,1,24
7,1,2,5,1,3,6,1,1,21.33
8,1,2,5,1,6,2,19,1,89.63
9,1,2,5,1,6,2,19,1,13
10,1,2,5,1,10,2,19,1,83.33
11,1,2,5,1,10,2,19,1,61
12,1,2,5,1,5.40E-79,2,1,1,65
13,1,2,5,1,9,3,19,1,108
14,1,2,5,1,9,3,19,1,14
15,1,2,5,1,5.40E-79,3,19,1,30
16,1,2,5,1,5.40E-79,3,19,1,45
17,1,2,5,1,9,3,19,1,40
18,1,2,5,1,9,3,19,1,10
19,1,2,5,1,5.40E-79,3,1,1,61.75
20,1,2,5,1,5.40E-79,6,16,2,45
21,1,2,5,1,5.40E-79,6,16,1,14
1,1,2,3,1,1,1,3,2,600
2,1,2,3,1,1,1,3,2,28
3,1,2,3,1,1,1,3,2,10
4,1,2,3,1,5.40E-79,1,3,2,117
5,1,2,3,1,5,2,2,2,165
6,1,2,3,1,5,2,2,2,14
7,1,2,3,1,5,2,2,2,5
8,1,2,3,1,5,2,2,2,20
9,1,2,3,1,5,2,2,2,16
10,1,2,3,1,5,2,2,2,8
11,1,2,3,1,5,2,2,2,15
12,1,2,3,1,5.40E-79,2,2,2,40
13,1,2,3,1,5.40E-79,2,2,2,667
14,1,2,3,1,12,3,1,1,110.56
15,1,2,3,1,12,3,1,1,116
16,1,2,3,1,12,3,1,1,117.81
17,1,2,3,1,5.40E-79,3,1,1,667
1,1,2,6,2,1,10,3,2,210
2,1,2,6,2,1,10,3,2,122
3,1,2,6,2,1,10,3,2,7
4,1,2,6,2,5.40E-79,10,1,2,28
5,1,2,6,2,5.40E-79,10,1,2,40
6,1,2,6,2,5.40E-79,10,1,2,507
7,1,2,6,2,5.40E-79,19,1,2,507
8,1,2,6,2,1,19,2,2,290.63
9,1,2,6,2,1,19,2,2,84.38
10,1,2,6,2,2,16,1,1,157.5
11,1,2,6,2,2,16,1,1,52.5
12,1,2,6,2,5.40E-79,16,1,1,162.75
13,1,2,6,2,5.40E-79,17,3,2,105
14,1,2,6,2,1,17,1,2,150
15,1,2,6,2,1,17,1,2,30.5
16,1,2,6,2,1,17,1,2,1.04
1,1,2,3,2,1,10,1,1,180
2,1,2,3,2,1,10,1,1,8.33
3,1,2,3,2,1,10,1,1,366
4,1,2,3,2,1,10,1,1,15
5,1,2,3,2,5.40E-79,11,1,1,449.5
6,1,2,3,2,5.40E-79,11,1,1,360
7,1,2,3,2,90,12,1,1,244.5
8,1,2,3,2,90,12,1,1,276.25
9,1,2,3,2,5.40E-79,12,1,1,117.5
10,1,2,3,2,5.40E-79,12,1,1,96
11,1,2,3,2,5.40E-79,12,,1,435
12,1,2,3,2,5.40E-79,12,,1,315
13,1,2,3,2,5.40E-79,17,1,1,126
14,1,2,3,2,5.40E-79,19,,1,435
1,1,2,1,1,2,1,1,1,50.75
2,1,2,1,1,2,1,1,1,294.85
3,1,2,1,1,2,1,1,1,75
4,1,2,1,1,1,1,1,1,360
5,1,2,1,1,1,1,1,1,2.08
6,1,2,1,1,3,1,1,1,50
7,1,2,1,1,3,1,1,1,18.67
8,1,2,1,1,5.40E-79,3,16,2,80
9,1,2,1,1,5.40E-79,3,1,2,720
10,1,2,1,1,5.40E-79,3,16,2,178.5
11,1,2,1,1,5.40E-79,3,16,2,20
12,1,2,1,1,5.40E-79,6,1,1,12
13,1,2,1,1,5.40E-79,6,1,1,113
14,1,2,1,1,1,6,1,1,240
15,1,2,1,1,1,6,1,1,2.08
1,1,2,3,2,1,10,1,1,195
2,1,2,3,2,1,10,1,1,61
3,1,2,3,2,1,10,1,1,37.5
4,1,2,3,2,5.40E-79,11,1,1,563.13
5,1,2,3,2,5.40E-79,11,1,1,449.5
6,1,2,3,2,1,11,1,1,120
7,1,2,3,2,1,11,1,1,61
8,1,2,3,2,1,11,1,1,25
9,1,2,3,2,5.40E-79,11,1,1,270
10,1,2,3,2,1,14,1,1,120
11,1,2,3,2,1,14,1,1,61
12,1,2,3,2,1,14,1,1,25
13,1,2,3,2,5.40E-79,14,1,1,371.88
14,1,2,3,2,5.40E-79,14,1,1,180
15,1,2,3,2,5.40E-79,14,1,1,325.5
1,1,2,3,1,5.40E-79,1,1,1,49.9
2,1,2,3,1,2,1,1,1,8.25
3,1,2,3,1,2,1,1,1,61
4,1,2,3,1,5.40E-79,6,1,1,126
5,1,2,3,1,5.40E-79,2,1,1,81.5
6,1,2,3,1,5.40E-79,6,1,1,62
7,1,2,3,1,5.40E-79,6,1,1,108.5
8,1,2,3,1,5.40E-79,3,1,1,120
9,1,2,3,1,5.40E-79,3,1,1,165
1,1,2,7,1,5.40E-79,1,1,1,60
2,1,2,7,1,5.40E-79,1,1,1,110
3,1,2,7,1,5.40E-79,1,1,1,180
4,1,2,7,1,90,3,1,1,208.25
5,1,2,7,1,90,3,1,1,63.75
6,1,2,7,1,5.40E-79,3,1,1,241.5
7,1,2,7,1,5.40E-79,3,1,1,56
1,1,2,4,1,1,1,1,1,270
2,1,2,4,1,1,1,1,1,10
3,1,2,4,1,1,1,1,1,8.33
4,1,2,4,1,5.40E-79,1,1,1,64
5,1,2,4,1,5.40E-79,7,1,1,240
6,1,2,4,1,5.40E-79,6,1,2,154
7,1,2,4,1,5.40E-79,6,1,2,47
8,1,2,4,1,5.40E-79,6,1,2,325.5
9,1,2,4,1,5.40E-79,7,1,1,240
10,1,2,4,1,5.40E-79,3,1,1,134
11,1,2,4,1,9,3,1,1,140
12,1,2,4,1,9,3,1,1,5.43
13,1,2,4,1,90,3,1,1,79
14,1,2,4,1,90,3,1,1,6.25
15,1,2,4,1,9,3,1,1,26.67
16,1,2,4,1,9,3,1,1,26.67
17,1,2,4,1,9,3,1,1,6.2
18,1,2,4,1,5.40E-79,6,1,1,20
19,1,2,4,1,5.40E-79,7,1,1,240
1,1,2,6,1,5,2,1,2,56
2,1,2,6,1,5,2,1,2,28
3,1,2,6,1,5,2,1,2,5
4,1,2,6,1,5,2,1,2,21
5,1,2,6,1,5,2,1,2,20
6,1,2,6,1,5.40E-79,2,1,2,165
7,1,2,6,1,5.40E-79,2,1,2,12.5
8,1,2,6,1,5.40E-79,2,,2,1014
9,1,2,6,1,5.40E-79,6,1,1,720
10,1,2,6,1,5.40E-79,3,1,1,71.88
11,1,2,6,1,5.40E-79,3,3,1,175
12,1,2,6,1,9,3,3,1,97.5
13,1,2,6,1,9,3,3,1,2.81
14,1,2,6,1,5.40E-79,3,1,1,507
1,1,2,2,1,5.40E-79,1,1,2,35
2,1,2,2,1,5.40E-79,1,1,2,1014.45
3,1,2,2,1,5.40E-79,9,1,2,1014.45
4,1,2,2,1,5.40E-79,6,14,2,14
5,1,2,2,1,5.40E-79,6,24,2,44
6,1,2,2,1,5.40E-79,6,24,2,660
7,1,2,2,1,12,3,3,1,80
8,1,2,2,1,12,3,3,1,120
9,1,2,2,1,12,3,3,1,5.33
10,1,2,2,1,12,3,3,1,34
11,1,2,2,1,5.40E-79,3,1,1,248
12,1,2,2,1,5.40E-79,6,1,1,35
13,1,2,2,1,5.40E-79,6,24,1,44
14,1,2,2,1,5.40E-79,6,99,1,28.5
15,1,2,2,1,5.40E-79,6,1,1,1014
1,1,2,2,1,12,2,7,2,51
2,1,2,2,1,12,2,7,2,4.5
3,1,2,2,1,12,2,7,2,3.33
4,1,2,2,1,5.40E-79,2,7,2,82.68
5,1,2,2,1,5.40E-79,2,7,2,26.66
6,1,2,2,1,5.40E-79,2,7,2,57
7,1,2,2,1,10,6,1,1,330
8,1,2,2,1,10,6,1,1,10.67
9,1,2,2,1,5.40E-79,6,1,1,253.5
10,1,2,2,1,5.40E-79,3,1,1,460
1,1,2,3,1,5.40E-79,9,1,1,1530
2,1,2,3,1,2,1,1,1,43.56
3,1,2,3,1,2,1,1,1,172.84
4,1,2,3,1,5.40E-79,2,1,1,507
5,1,2,3,1,5,2,2,1,21
6,1,2,3,1,5,2,2,1,50.63
7,1,2,3,1,5,2,2,1,6
8,1,2,3,1,5,2,2,1,7
9,1,2,3,1,5,2,2,1,11.25
10,1,2,3,1,5,2,2,1,4
11,1,2,3,1,5,2,2,1,10
12,1,2,3,1,5.40E-79,6,1,1,507
13,1,2,3,1,14,6,1,1,45.31
14,1,2,3,1,14,6,1,1,79.99
15,1,2,3,1,5.40E-79,3,1,1,81
16,1,2,3,1,5.40E-79,3,,1,240
17,1,2,3,1,5.40E-79,6,1,1,183.75
18,1,2,3,1,5.40E-79,6,,1,240
1,1,2,6,1,5.40E-79,9,,1,2028
2,1,2,6,1,5.40E-79,7,27,1,480
3,1,2,6,1,5.40E-79,1,1,1,180
4,1,2,6,1,5.40E-79,1,1,1,79
5,1,2,6,1,5.40E-79,1,1,1,28
6,1,2,6,1,5.40E-79,6,1,1,186
7,1,2,6,1,7,6,1,1,70
8,1,2,6,1,7,6,1,1,20
9,1,2,6,1,5.40E-79,6,1,1,17.5
10,1,2,6,1,5.40E-79,7,1,1,248
11,1,2,6,1,5.40E-79,3,1,1,209
12,1,2,6,1,5.40E-79,3,1,1,507
1,1,2,1,1,5.40E-79,1,28,1,335.5
2,1,2,1,1,5.40E-79,1,1,1,110
3,1,2,1,1,5.40E-79,1,28,1,41
4,1,2,1,1,1,1,6,2,525
5,1,2,1,1,1,1,6,2,90
6,1,2,1,1,5.40E-79,9,28,2,720
7,1,2,1,1,5.40E-79,2,3,2,260
8,1,2,1,1,1,7,28,2,240
9,1,2,1,1,1,7,28,2,45.75
10,1,2,1,1,5.40E-79,3,28,1,67.5
11,1,2,1,1,5.40E-79,3,28,1,81.5
13,1,2,1,1,4,3,28,1,17.5
14,1,2,1,1,4,3,28,1,125
15,1,2,1,1,5.40E-79,3,1,1,225
16,1,2,1,1,5.40E-79,6,28,1,650
17,1,2,1,1,5.40E-79,6,28,1,150
1,1,2,3,1,5.40E-79,1,3,2,159
2,1,2,3,1,5.40E-79,1,3,2,720
3,1,2,3,1,5.40E-79,9,,2,1575
4,1,2,3,1,5,2,2,2,83
5,1,2,3,1,5,2,2,2,7.5
6,1,2,3,1,5,2,2,2,7.63
7,1,2,3,1,5,2,2,2,2.5
8,1,2,3,1,5.40E-79,2,16,2,94.5
9,1,2,3,1,5.40E-79,2,,2,1050
10,1,2,3,1,5.40E-79,6,1,1,240
11,1,2,3,1,5.40E-79,6,27,1,21
12,1,2,3,1,5,3,2,1,83
13,1,2,3,1,5,3,2,1,7.5
14,1,2,3,1,5,3,2,1,7.63
15,1,2,3,1,5,3,2,1,2.5
16,1,2,3,1,8,3,1,1,250
17,1,2,3,1,8,3,1,1,17.75
18,1,2,3,1,5.40E-79,3,27,1,165
1,1,2,2,1,5.40E-79,7,,1,525
2,1,2,2,1,5,2,1,1,10
3,1,2,2,1,5,2,1,1,45
4,1,2,2,1,5,2,1,1,17
6,1,2,2,1,5.40E-79,6,27,1,36.44
7,1,2,2,1,5.40E-79,6,27,1,30
8,1,2,2,1,5.40E-79,6,,1,525
9,1,2,2,1,5.40E-79,2,3,1,352
10,1,2,2,1,5.40E-79,2,27,1,217
11,1,2,2,1,5.40E-79,6,27,1,217
12,1,2,2,1,5.40E-79,6,3,1,172
2,1,2,5,1,3,1,1,1,58
3,1,2,5,1,3,1,1,1,20
4,1,2,5,1,1,1,1,1,360
5,1,2,5,1,1,1,1,1,5
6,1,2,5,1,5.40E-79,1,1,1,170
7,1,2,5,1,5.40E-79,1,,1,870
8,1,2,5,1,5.40E-79,7,,1,870
9,1,2,5,1,5.40E-79,7,,1,870
10,1,2,5,1,5.40E-79,6,1,1,28.35
11,1,2,5,1,5.40E-79,3,1,1,200.28
12,1,2,5,1,5.40E-79,3,,1,1740
1,1,2,7,1,5.40E-79,9,,1,2400
2,1,2,7,1,10,6,1,1,200
3,1,2,7,1,10,6,1,1,36
4,1,2,7,1,5.40E-79,6,1,1,35
5,1,2,7,1,5.40E-79,6,3,1,525
6,1,2,7,1,5.40E-79,2,1,1,116
7,1,2,7,1,5.40E-79,6,1,1,175
8,1,2,7,1,5.40E-79,3,2,2,300
9,1,2,7,1,5,3,2,2,120.75
10,1,2,7,1,5,3,2,2,10.5
11,1,2,7,1,5,3,2,2,12
12,1,2,7,1,5,3,2,2,22.5
13,1,2,7,1,9,3,2,2,75
14,1,2,7,1,9,3,2,2,17
15,1,2,7,1,5.40E-79,3,1,2,4
16,1,2,7,1,5.40E-79,3,2,2,21.25
1,1,2,7,1,3,1,1,1,135
2,1,2,7,1,3,1,1,1,6.67
3,1,2,7,1,5.40E-79,1,,1,105
4,1,2,7,1,5,2,1,1,18
5,1,2,7,1,5,2,1,1,14
7,1,2,7,1,5,2,1,1,10.5
9,1,2,7,1,5.40E-79,2,1,1,30
10,1,2,7,1,5.40E-79,2,1,1,50
11,1,2,7,1,5.40E-79,2,,1,105
12,1,2,7,1,5.40E-79,6,1,1,67.5
13,1,2,7,1,5.40E-79,6,,1,45
14,1,2,7,1,5.40E-79,6,1,1,16.5
15,1,2,7,1,5.40E-79,6,,1,45
16,1,2,7,1,5.40E-79,3,1,1,37.5
17,1,2,7,1,5.40E-79,3,1,1,50
18,1,2,7,1,90,3,1,1,70
19,1,2,7,1,90,3,1,1,0.58
20,1,2,7,1,90,3,1,1,1.04
21,1,2,7,1,5.40E-79,3,1,1,53.33
22,1,2,7,1,5.40E-79,3,1,1,5
23,1,2,7,1,5.40E-79,3,,1,105
1,1,2,4,1,90,1,1,1,274.5
2,1,2,4,1,90,1,1,1,26.88
3,1,2,4,1,5.40E-79,1,1,1,507
4,1,2,4,1,5.40E-79,1,1,1,122.25
5,1,2,4,1,5.40E-79,2,,2,585
6,1,2,4,1,5.40E-79,2,3,2,234
7,1,2,4,1,5.40E-79,6,1,2,112.5
8,1,2,4,1,5,3,3,1,270
9,1,2,4,1,5,3,3,1,14
10,1,2,4,1,5,3,3,1,5
11,1,2,4,1,5,3,3,1,17
12,1,2,4,1,5.40E-79,3,1,1,552
1,1,2,7,1,3,1,1,1,66
2,1,2,7,1,3,1,1,1,9.33
3,1,2,7,1,5.40E-79,1,1,1,248
4,1,2,7,1,2,2,1,1,72.5
5,1,2,7,1,2,2,1,1,294.85
6,1,2,7,1,1,2,1,1,315
7,1,2,7,1,1,2,1,1,76.4
8,1,2,7,1,5.40E-79,6,1,1,50
9,1,2,7,1,5.40E-79,6,1,1,507
10,1,2,7,1,5.40E-79,5,1,1,154
11,1,2,7,1,5.40E-79,3,1,1,71.25
12,1,2,7,1,5.40E-79,3,1,1,248
1,1,2,6,1,3,1,1,1,28
2,1,2,6,1,3,1,1,1,4.67
3,1,2,6,1,1,1,27,1,360
4,1,2,6,1,1,1,27,1,3.92
5,1,2,6,1,1,1,27,1,8.33
6,1,2,6,1,5.40E-79,1,1,1,6.38
7,1,2,6,1,5.40E-79,1,16,1,253.5
8,1,2,6,1,5.40E-79,6,15,2,360
9,1,2,6,1,2,2,1,2,90
10,1,2,6,1,2,2,1,2,90
11,1,2,6,1,2,2,1,2,6.67
12,1,2,6,1,2,2,1,2,6.94
13,1,2,6,1,5.40E-79,2,1,2,90
14,1,2,6,1,5.40E-79,2,16,2,150
15,1,2,6,1,5.40E-79,2,15,2,180
16,1,2,6,1,5.40E-79,6,16,2,35
17,1,2,6,1,5.40E-79,6,16,2,15
18,1,2,6,1,5.40E-79,6,16,2,30
19,1,2,6,1,5.40E-79,6,16,2,507
20,1,2,6,1,5.40E-79,3,1,1,79
21,1,2,6,1,5.40E-79,3,1,1,47.5
22,1,2,6,1,5.40E-79,3,,1,195
23,1,2,6,1,5.40E-79,3,1,1,195
24,1,2,6,1,5.40E-79,3,1,1,18
25,1,2,6,1,5.40E-79,3,1,1,8.75
26,1,2,6,1,5.40E-79,3,,1,60
1,1,2,3,1,1,1,1,1,180
2,1,2,3,1,1,1,1,1,4.17
3,1,2,3,1,1,1,1,1,1.96
4,1,2,3,1,5,1,1,1,28
5,1,2,3,1,5,1,1,1,28
8,1,2,3,1,5.40E-79,3,1,1,134
9,1,2,3,1,5.40E-79,3,1,1,79
10,1,2,3,1,5.40E-79,3,1,1,92.5
11,1,2,3,1,5.40E-79,3,1,1,28
12,1,2,3,1,5.40E-79,6,1,2,7.33
13,1,2,3,1,5.40E-79,6,1,2,108.5
14,1,2,3,1,5.40E-79,6,1,2,24
1,1,2,6,1,2,1,1,1,315
2,1,2,6,1,2,1,1,1,4.58
3,1,2,6,1,3,1,1,1,25
4,1,2,6,1,3,1,1,1,9.33
5,1,2,6,1,3,1,1,1,13.33
6,1,2,6,1,5.40E-79,1,1,1,244
7,1,2,6,1,5.40E-79,2,1,1,453.13
8,1,2,6,1,5.40E-79,2,27,1,325.5
9,1,2,6,1,5.40E-79,6,27,2,6
10,1,2,6,1,5.40E-79,6,3,1,108.5
11,1,2,6,1,5.40E-79,6,1,1,37.5
12,1,2,6,1,5.40E-79,6,27,1,325.5
13,1,2,6,1,5.40E-79,3,1,1,453.13
14,1,2,6,1,5.40E-79,3,27,1,325.5
15,1,2,6,1,5.40E-79,6,16,1,25
16,1,2,6,1,5.40E-79,6,1,1,177.19
17,1,2,6,1,5.40E-79,6,1,1,252
18,1,2,6,1,5.40E-79,6,1,1,154
1,1,2,6,1,5.40E-79,1,,1,480
2,1,2,6,1,5.40E-79,1,1,2,240
3,1,2,6,1,5.40E-79,1,,2,480
4,1,2,6,1,5.40E-79,1,1,2,920.31
5,1,2,6,1,5.40E-79,7,,1,480
7,1,2,6,1,4,3,1,1,207.81
8,1,2,6,1,4,3,1,1,80
9,1,2,6,1,5.40E-79,3,1,1,130.63
12,1,2,6,1,1,3,1,1,480
13,1,2,6,1,1,3,1,1,10
14,1,2,6,1,1,3,1,1,15.5
15,1,2,6,1,9,3,1,1,447.19
16,1,2,6,1,9,3,1,1,28
17,1,2,6,1,9,3,1,1,28
18,1,2,6,1,5.40E-79,7,,1,480
1,1,2,1,1,1,1,1,1,255
2,1,2,1,1,1,1,1,1,1
3,1,2,1,1,1,1,1,1,5
4,1,2,1,1,3,1,1,1,52.5
5,1,2,1,1,3,1,1,1,15
6,1,2,1,1,5.40E-79,2,16,2,67.5
7,1,2,1,1,5.40E-79,2,16,2,50
8,1,2,1,1,3,2,16,2,37.31
9,1,2,1,1,3,2,16,2,40
10,1,2,1,1,5.40E-79,2,16,2,40
11,1,2,1,1,1,2,16,2,195
12,1,2,1,1,1,2,16,2,1
13,1,2,1,1,1,2,16,2,15
14,1,2,1,1,5.40E-79,9,1,1,760.5
15,1,2,1,1,5.40E-79,6,1,1,255
16,1,2,1,1,5.40E-79,6,1,1,21
17,1,2,1,1,1,6,1,1,61
18,1,2,1,1,1,6,1,1,4.17
19,1,2,1,1,1,6,1,1,126
20,1,2,1,1,5.40E-79,6,1,1,360
21,1,2,1,1,3,6,1,1,41
22,1,2,1,1,3,6,1,1,4.67
1,1,2,1,1,2,1,1,1,68.63
2,1,2,1,1,2,1,1,1,183.01
3,1,2,1,1,2,1,1,1,33.25
4,1,2,1,1,2,1,1,1,30
5,1,2,1,1,5.40E-79,1,1,1,240
6,1,2,1,1,1,6,16,2,195
